Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5231362, 300.167493461351, 3.33147332492217, 131626, 84352, 0
1.025899, 292.68464010521, 3.41664665804046, 13606, 20652, 0
1.526859, 281.806038539794, 3.5485399910408, 13606, 20652, 0
2.029279, 288.038343664309, 3.47175999123465, 13606, 20652, 0
2.531474, 289.515486183356, 3.45404665794604, 13606, 20652, 0
3.031772, 288.166721738529, 3.47021332457189, 13606, 20652, 0
3.532974, 298.860742848262, 3.34603999155206, 13606, 20652, 0
4.035216, 293.893481246657, 3.40259332474261, 13606, 20652, 0
4.535304, 292.987633968596, 3.41311332471605, 13606, 20652, 0
5.035762, 291.411519691648, 3.43157332466944, 13606, 20652, 0
5.538772, 291.29890180314, 3.43289999133276, 13606, 20652, 0
6.042216, 287.536445244435, 3.47781999121935, 13606, 20652, 0
6.54352, 284.983641938953, 3.50897332447403, 13606, 20652, 0
7.045419, 289.42778197984, 3.45509332461006, 13606, 20652, 0
7.546188, 289.207359748891, 3.45772665793675, 13606, 20652, 0
8.049441, 289.413262845125, 3.45526665794296, 13606, 20652, 0
8.552147, 291.888988779787, 3.42595999135028, 13606, 20652, 0
9.053094, 290.726972485599, 3.43965332464904, 13606, 20652, 0
9.556268, 289.728543669818, 3.45150665795245, 13606, 20652, 0
10.05666, 295.439012524645, 3.38479332478755, 13606, 20652, 0
10.55998, 287.566212120341, 3.47745999122026, 13606, 20652, 0
11.06333, 293.189214546094, 3.41076665805531, 13606, 20652, 0
11.5645, 301.09115434334, 3.32125332494797, 13606, 20652, 0
12.0666, 291.931594588756, 3.42545999135154, 13606, 20652, 0
12.56709, 302.814356630524, 3.30235332499569, 13606, 20652, 0
13.06753, 290.546770282102, 3.44178665797699, 13606, 20652, 0
13.56989, 289.730782157219, 3.45147999128585, 13606, 20652, 0
14.07045, 301.489963399118, 3.31685999162573, 13606, 20652, 0
14.57342, 292.416471234992, 3.41977999136589, 13606, 20652, 0
15.07446, 286.260088282611, 3.49332665784686, 13606, 20652, 0
15.57774, 296.71829565011, 3.37019999149106, 13606, 20652, 0
16.07922, 232.563908562073, 4.29989332247715, 13606, 20652, 0
16.58019, 294.418993558112, 3.39651999142461, 13606, 20652, 0
17.08187, 282.503432416704, 3.53977999106291, 13606, 20652, 0
17.583, 291.730036913574, 3.42782665801224, 13606, 20652, 0
18.08479, 301.248978263882, 3.31951332495237, 13606, 20652, 0
18.58679, 293.44387690225, 3.40780665806278, 13606, 20652, 0
19.08688, 291.433600739853, 3.4313133246701, 13606, 20652, 0
19.58795, 293.024264362584, 3.41268665805046, 13606, 20652, 0
20.08833, 289.087524138808, 3.45915999126646, 13606, 20652, 0
20.58998, 292.122621391555, 3.4232199913572, 13606, 20652, 0
21.09181, 285.204177670794, 3.50625999114754, 13606, 20652, 0
21.59458, 289.944717207252, 3.44893332462561, 13606, 20652, 0
22.09584, 298.38276541147, 3.35139999153853, 13606, 20652, 0
22.59817, 290.229145584744, 3.44555332463415, 13606, 20652, 0
23.09872, 304.592029435774, 3.28307999171102, 13606, 20652, 0
23.59891, 294.593039355666, 3.39451332476301, 13606, 20652, 0
24.10278, 296.695406561716, 3.37045999149041, 13606, 20652, 0
24.60586, 295.77981361928, 3.3808933247974, 13606, 20652, 0
25.10831, 292.250680944087, 3.42171999136099, 13606, 20652, 0
25.60893, 289.151052509831, 3.45839999126838, 13606, 20652, 0
26.11208, 293.443302841314, 3.40781332472943, 13606, 20652, 0
26.61261, 301.694922072202, 3.31460665829809, 13606, 20652, 0
27.11554, 299.054390018761, 3.34387332489086, 13606, 20652, 0
27.61586, 297.590115246732, 3.36032665818266, 13606, 20652, 0
28.11879, 292.863502178904, 3.41455999137906, 13606, 20652, 0
28.61892, 292.259791677221, 3.42161332469459, 13606, 20652, 0
29.11912, 295.580480653272, 3.38317332479164, 13606, 20652, 0
29.62126, 299.327709963422, 3.34081999156524, 13606, 20652, 0
30.12222, 291.072797306606, 3.43556665799269, 13606, 20652, 0
30.6223, 289.570817439113, 3.4533866579477, 13606, 20652, 0
31.12242, 292.074841257324, 3.42377999135579, 13606, 20652, 0
31.62308, 296.532350691019, 3.37231332481906, 13606, 20652, 0
32.12561, 290.997130768291, 3.43645999132377, 13606, 20652, 0
32.62807, 241.694179520769, 4.13745998955392, 13606, 20652, 0
33.13037, 212.870127934947, 4.69769998813945, 13606, 20652, 0
33.63308, 292.006611029674, 3.42457999135377, 13606, 20652, 0
34.13413, 296.445617051552, 3.37329999148324, 13606, 20652, 0
34.63531, 297.007353902083, 3.36691999149934, 13606, 20652, 0
35.13676, 297.018528015778, 3.366793324833, 13606, 20652, 0
35.63692, 294.929570818489, 3.39063999143946, 13606, 20652, 0
36.1396, 296.125494036033, 3.3769466581407, 13606, 20652, 0
36.63993, 301.598471901076, 3.31566665829541, 13606, 20652, 0
37.14003, 293.561032317156, 3.40644665806622, 13606, 20652, 0
37.64056, 302.265784319257, 3.30834665831389, 13606, 20652, 0
38.14171, 296.607991014755, 3.37145332482123, 13606, 20652, 0
38.64261, 290.252732729479, 3.44527332463485, 13606, 20652, 0
39.14381, 290.10790079857, 3.44699332463051, 13606, 20652, 0
39.6464, 290.097801638859, 3.44711332463021, 13606, 20652, 0
40.14702, 291.823684021097, 3.42672665801501, 13606, 20652, 0
40.64755, 285.043754216272, 3.5082333244759, 13606, 20652, 0
41.14776, 293.826125452002, 3.40337332474064, 13606, 20652, 0
41.64968, 291.950913319774, 3.42523332468545, 13606, 20652, 0
42.15004, 291.211809997884, 3.43392665799684, 13606, 20652, 0
42.65089, 302.564537015745, 3.30507999165548, 13606, 20652, 0
43.15138, 329.982180962228, 3.03046665901547, 13606, 20652, 0
43.65348, 289.35520087038, 3.45595999127454, 13606, 20652, 0
44.15527, 303.461893278521, 3.29530665834682, 13606, 20652, 0
44.65532, 303.81346663318, 3.29149332502311, 13606, 20652, 0
45.1573, 289.528897879297, 3.45388665794644, 13606, 20652, 0
45.65805, 288.590294131228, 3.46511999125141, 13606, 20652, 0
46.16113, 293.393942001886, 3.40838665806132, 13606, 20652, 0
46.66407, 290.387027830693, 3.44367999130554, 13606, 20652, 0
47.16666, 292.34238360388, 3.42064665803036, 13606, 20652, 0
47.66715, 292.101573453809, 3.42346665802324, 13606, 20652, 0
48.16809, 296.120817293456, 3.37699999147389, 13606, 20652, 0
48.66957, 297.456154962758, 3.36183999151217, 13606, 20652, 0
49.17113, 291.71868983302, 3.42795999134523, 13606, 20652, 0
49.67179, 288.835914242692, 3.46217332459219, 13606, 20652, 0
50.17295, 296.295125747651, 3.37501332481224, 13606, 20652, 0
50.67309, 285.832429785264, 3.49855332450034, 13606, 20652, 0
51.17465, 289.354084522257, 3.45597332460784, 13606, 20652, 0
51.67498, 286.958318347732, 3.48482665786833, 13606, 20652, 0
52.17609, 286.942948090108, 3.48501332453452, 13606, 20652, 0
52.67825, 291.263267041814, 3.4333199913317, 13606, 20652, 0
53.1816, 289.900448186093, 3.44945999129095, 13606, 20652, 0
53.68463, 292.332128275338, 3.42076665803006, 13606, 20652, 0
54.1851, 294.488934087487, 3.39571332475998, 13606, 20652, 0
54.6851, 300.246802871961, 3.33059332492439, 13606, 20652, 0
55.18562, 290.959312249775, 3.43690665798931, 13606, 20652, 0
55.689, 288.482619883761, 3.46641332458148, 13606, 20652, 0
56.18931, 297.513383143685, 3.36119332484714, 13606, 20652, 0
56.69228, 311.727176375236, 3.20793332523408, 13606, 20652, 0
57.19519, 284.2157917873, 3.51845332445009, 13606, 20652, 0
57.69564, 299.969403120882, 3.33367332491662, 13606, 20652, 0
58.20263, 226.55701307234, 4.41389998885597, 13606, 20652, 0
58.70329, 289.515486183356, 3.45404665794604, 13606, 20652, 0
59.20602, 292.285418659891, 3.42131332469535, 13606, 20652, 0
59.70752, 285.983927703263, 3.49669999117168, 13606, 20652, 0
60.20794, 294.262470353056, 3.39832665808672, 13606, 20652, 0
60.71092, 285.298564948218, 3.50509999115047, 13606, 20652, 0
61.21251, 293.864117232192, 3.40293332474175, 13606, 20652, 0
61.71526, 299.571014307512, 3.33810665823876, 13606, 20652, 0
62.21701, 302.345597142633, 3.30747332498277, 13606, 20652, 0
62.71834, 218.337751033829, 4.58005998843646, 13606, 20652, 0
63.22106, 297.927023768618, 3.35652665819225, 13606, 20652, 0
63.72488, 279.823599203062, 3.57367999097733, 13606, 20652, 0
64.22669, 301.097802588237, 3.32117999161483, 13606, 20652, 0
64.72788, 291.337940357297, 3.43243999133392, 13606, 20652, 0
65.23119, 305.106878939693, 3.27753999172501, 13606, 20652, 0
65.73492, 302.858988854789, 3.30186665833025, 13606, 20652, 0
66.2385, 289.747012225392, 3.45128665795301, 13606, 20652, 0
66.74054, 292.967605595291, 3.41334665804879, 13606, 20652, 0
67.24095, 301.751971949137, 3.313979991633, 13606, 20652, 0
67.74178, 300.444658093979, 3.3283999915966, 13606, 20652, 0
68.24393, 290.601933471531, 3.44113332464531, 13606, 20652, 0
68.74488, 295.929781781379, 3.37917999146839, 13606, 20652, 0
69.24633, 284.958737974741, 3.50927999113992, 13606, 20652, 0
69.748, 288.933277601314, 3.46100665792846, 13606, 20652, 0
70.25032, 296.880380956905, 3.36835999149571, 13606, 20652, 0
70.7505, 294.327716252384, 3.39757332475529, 13606, 20652, 0
71.25147, 289.170004973724, 3.45817332460228, 13606, 20652, 0
71.75218, 298.442725856481, 3.3507266582069, 13606, 20652, 0
72.25284, 290.788968629686, 3.43891999131756, 13606, 20652, 0
72.75496, 298.867888438595, 3.34595999155226, 13606, 20652, 0
73.25829, 205.976900377212, 4.85491332107586, 13606, 20652, 0
73.75962, 300.794699596334, 3.32452665827304, 13606, 20652, 0
74.26243, 288.178901462028, 3.47006665790559, 13606, 20652, 0
74.76571, 285.473943841566, 3.50294665782258, 13606, 20652, 0
75.26709, 293.980456179273, 3.40158665807849, 13606, 20652, 0
75.76764, 295.329075344354, 3.38605332478437, 13606, 20652, 0
76.26922, 304.963587347671, 3.27907999172112, 13606, 20652, 0
76.77217, 294.842033466536, 3.39164665810358, 13606, 20652, 0
77.27525, 301.722837401563, 3.3142999916322, 13606, 20652, 0
77.77846, 294.596510798926, 3.39447332476311, 13606, 20652, 0
78.28014, 303.950135967027, 3.29001332502685, 13606, 20652, 0
78.7828, 293.209846377588, 3.41052665805591, 13606, 20652, 0
79.28316, 293.205834405164, 3.41057332472246, 13606, 20652, 0
79.78659, 294.119377172807, 3.39997999141588, 13606, 20652, 0
80.2869, 284.387145701014, 3.51633332445545, 13606, 20652, 0
80.78724, 300.347802755591, 3.32947332492722, 13606, 20652, 0
81.28724, 283.456889041746, 3.52787332442631, 13606, 20652, 0
81.78956, 289.798512754033, 3.45067332462122, 13606, 20652, 0
82.29095, 288.388332192597, 3.46754665791195, 13606, 20652, 0
82.79337, 287.140141617518, 3.48261999120723, 13606, 20652, 0
83.29356, 297.595428934212, 3.36026665818281, 13606, 20652, 0
83.79648, 292.452958941554, 3.4193533247003, 13606, 20652, 0
84.29732, 300.637953737832, 3.326259991602, 13606, 20652, 0
84.79929, 297.754336791915, 3.358473324854, 13606, 20652, 0
85.30103, 306.967549437124, 3.2576733251085, 13606, 20652, 0
85.80142, 291.412085830573, 3.43156665800279, 13606, 20652, 0
86.30477, 282.554518894421, 3.53913999106453, 13606, 20652, 0
86.80497, 284.519844310741, 3.51469332445959, 13606, 20652, 0
87.30802, 303.149725649498, 3.29869999167158, 13606, 20652, 0
87.80843, 282.16226587586, 3.54405999105211, 13606, 20652, 0
88.31027, 297.774433881172, 3.35824665818791, 13606, 20652, 0
88.81104, 290.942946088272, 3.43709999132216, 13606, 20652, 0
89.31182, 298.370894913771, 3.35153332487153, 13606, 20652, 0
89.81331, 293.765704224938, 3.40407332473887, 13606, 20652, 0
90.31444, 288.79921138562, 3.46261332459108, 13606, 20652, 0
90.81606, 299.008487854275, 3.3443866582229, 13606, 20652, 0
91.31893, 300.114643793929, 3.33205999158736, 13606, 20652, 0
91.82104, 301.059730250482, 3.32159999161377, 13606, 20652, 0
92.32203, 306.15306428602, 3.26633999175328, 13606, 20652, 0
92.82607, 286.692316072545, 3.4880599911935, 13606, 20652, 0
93.32793, 290.164020048399, 3.44632665796553, 13606, 20652, 0
93.82951, 279.665520038035, 3.57569999097223, 13606, 20652, 0
94.33046, 282.74732379658, 3.53672665773729, 13606, 20652, 0
94.832, 301.428772381086, 3.31753332495737, 13606, 20652, 0
95.3354, 290.639659137808, 3.44068665797977, 13606, 20652, 0
95.84943, 217.450236513374, 4.5987533217226, 13606, 20652, 0
96.35213, 297.409562708806, 3.36236665817751, 13606, 20652, 0
96.85298, 296.3612762502, 3.37425999148081, 13606, 20652, 0
97.35319, 297.143853282251, 3.36537332483658, 13606, 20652, 0
97.85541, 299.224410328429, 3.34197332489566, 13606, 20652, 0
98.35839, 299.483690118236, 3.33907999156963, 13606, 20652, 0
98.86182, 293.882541026003, 3.40271999140896, 13606, 20652, 0
99.36321, 290.119684040323, 3.44685332463087, 13606, 20652, 0
99.86459, 297.76793158484, 3.35831999152106, 13606, 20652, 0
100.365, 297.196839410678, 3.3647733248381, 13606, 20652, 0
100.8675, 291.451721022413, 3.43109999133731, 13606, 20652, 0
101.3677, 288.116906315907, 3.47081332457037, 13606, 20652, 0
101.8701, 288.738616480045, 3.46333999125591, 13606, 20652, 0
102.3701, 276.004195263768, 3.6231333241858, 13606, 20652, 0
102.8722, 298.038904011604, 3.35526665819543, 13606, 20652, 0
103.3725, 207.158571600217, 4.82721998781244, 13606, 20652, 0
103.8748, 302.504739240915, 3.30573332498716, 13606, 20652, 0
104.3764, 308.152482065526, 3.24514665847346, 13606, 20652, 0
104.8767, 33.3551846854339, 29.9803465909736, 13606, 20652, 0
105.3792, 254.966752335495, 3.9220799900977, 13606, 20652, 0
105.8809, 287.486847476728, 3.47841999121783, 13606, 20652, 0
106.3819, 317.863954227591, 3.14599999205711, 13606, 20652, 0
106.8855, 285.142913628311, 3.50701332447898, 13606, 20652, 0
107.3887, 287.271571222283, 3.48102665787792, 13606, 20652, 0
