Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.521027, 90.3268930258606, 11.0708999720487, 7686, 15823, 0
1.023642, 89.9857282634974, 11.112873305276, 7650, 15751, 0
1.525537, 89.97655211052, 11.1140066386065, 7710, 15871, 0
2.026591, 90.1290648208234, 11.0951999719873, 5590, 14421, 0
2.528193, 89.8290194443896, 11.1322599718937, 5930, 14543, 0
3.031326, 89.4158462762771, 11.1836999717639, 5326, 14172, 0
3.533114, 89.4746229092017, 11.1763533051158, 5326, 14172, 0
4.034599, 89.2874149983809, 11.1997866383899, 5326, 14172, 0
4.535291, 89.7844992449124, 11.1377799718798, 5390, 14300, 0
5.035369, 89.0860660484094, 11.2250999716593, 5390, 14300, 0
5.537415, 89.357466203517, 11.1910066384121, 5326, 14172, 0
6.039052, 90.0159148137391, 11.1091466386188, 5326, 14172, 0
6.549067, 89.6065376929901, 11.159899971824, 5530, 14301, 0
7.050463, 89.5515437790632, 11.16675330514, 5530, 14301, 0
7.553504, 88.9521964965881, 11.24199330495, 5326, 14172, 0
8.054607, 89.4584543010432, 11.1783733051107, 5326, 14172, 0
8.555227, 89.5541100858824, 11.1664333051408, 5326, 14172, 0
9.05673, 89.4218164193955, 11.1829533050991, 5326, 14172, 0
9.558027, 90.218129393247, 11.0842466386816, 5326, 14172, 0
10.05913, 89.5775344321113, 11.1635133051482, 5326, 14172, 0
10.56322, 82.7244811520542, 12.0883199694799, 5326, 14172, 0
11.07011, 90.5467939794833, 11.0440133054499, 5590, 14421, 0
11.57161, 89.3983135902124, 11.1858933050917, 5390, 14300, 0
12.07343, 89.2683388411898, 11.2021799717172, 5390, 14300, 0
12.57407, 89.59476288746, 11.1613666384869, 5590, 14421, 0
13.07565, 89.3663567838597, 11.1898933050816, 5530, 14301, 0
13.57662, 89.4970979074385, 11.1735466384562, 5530, 14301, 0
14.07828, 89.7707972005875, 11.1394799718755, 5590, 14421, 0
14.58069, 89.2900724916335, 11.1994533050574, 5530, 14301, 0
15.08099, 89.6040219063913, 11.1602133051565, 5590, 14421, 0
15.58189, 89.942508748408, 11.1182133052625, 8146, 16185, 0
16.08281, 89.7933137504093, 11.1366866385492, 10062, 17654, 0
16.58295, 90.627705614628, 11.0341533054748, 5878, 14487, 0
17.08604, 89.3454374561091, 11.192513305075, 6130, 14664, 0
17.59783, 89.2342983328653, 11.2064533050398, 6226, 14856, 0
18.09839, 89.8083669066945, 11.1348199718873, 4426, 11535, 0
18.59949, 89.8469367585381, 11.1300399718994, 10210, 17719, 0
19.10234, 89.7799851683464, 11.1383399718784, 13594, 20628, 0
19.60235, 89.8784842892409, 11.1261333052425, 13558, 20556, 0
20.10316, 90.1619488926009, 11.0911533053309, 12258, 19535, 0
20.60433, 90.1100062956858, 11.0975466386481, 12398, 19536, 0
21.10554, 90.0305563708323, 11.1073399719567, 11998, 19294, 0
21.60665, 90.1310144425938, 11.0949599719879, 12198, 19415, 0
22.10876, 89.93069940304, 11.1196733052589, 12398, 19536, 0
22.60966, 89.8480131010383, 11.1299066385664, 12258, 19535, 0
23.11061, 92.2058969974072, 10.8452933059516, 16558, 22840, 0
23.61065, 89.8434388235061, 11.1304733052316, 16606, 22936, 0
24.11264, 89.4810279341873, 11.1755533051178, 15258, 21819, 0
24.61348, 89.4028959386052, 11.1853199717598, 12454, 19696, 0
25.11732, 88.3053150380419, 11.3243466380754, 71296, 51210, 0
25.62652, 89.9838389025331, 11.1131066386088, 67216, 48155, 0
