Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5293948, 2.01861100130615, 495.390145415927, 919428, 1748263, 0
1.02998, 74.4051309778322, 13.4399332994008, 88552, 86511, 0
1.544786, 37.4545769617896, 26.6990065992582, 919428, 1748263, 0
2.054389, 45.6973785546468, 21.8830932780838, 88540, 86487, 0
2.584912, 38.4217571652735, 26.0269199342883, 919416, 1748239, 0
3.093424, 80.1119858746547, 12.4825266351513, 410712, 730831, 0
3.597483, 37.4575792914524, 26.6968665992636, 919416, 1748239, 0
4.100547, 49.9145296869993, 20.0342466160851, 410712, 730831, 0
4.607101, 37.3117621599033, 26.8011999323335, 919416, 1748239, 0
5.109681, 77.7353918356073, 12.8641533008545, 410712, 730831, 0
5.614261, 36.8986624972818, 27.1012532649092, 919416, 1748239, 0
6.13361, 45.6620031555488, 21.9000466113744, 410712, 730831, 0
6.639235, 36.025183043955, 27.7583599299169, 919416, 1748239, 0
7.148572, 67.112322314534, 14.9003932957135, 410660, 730775, 0
7.663256, 35.3822819684815, 28.2627332619768, 919364, 1748183, 0
8.17105, 46.7514301262476, 21.3897199459961, 410600, 730655, 0
8.687461, 33.7114257011415, 29.6635332584401, 918716, 1746887, 0
9.189078, 64.6594923367725, 15.4656332942864, 410012, 729479, 0
9.691736, 35.1240593484206, 28.4705132614522, 918836, 1747127, 0
10.1969, 47.3245835436648, 21.1306666133169, 408256, 728709, 0
10.72828, 32.3675084592483, 30.8951799219972, 912412, 1742126, 0
11.23528, 60.2544182556426, 16.5962932914317, 404236, 725774, 0
11.75022, 31.8626388892429, 31.3847199207612, 919236, 1747879, 0
12.25874, 45.5888668340082, 21.935179944619, 410712, 730831, 0
12.76119, 31.4212392075899, 31.8256065863147, 88540, 86487, 0
13.26457, 54.2589671986457, 18.4301332868017, 419216, 747839, 0
13.7654, 31.2171699429433, 32.0336532524561, 97032, 103471, 0
14.26761, 47.2741414858326, 21.1532132799266, 410684, 730823, 0
14.77727, 33.8906768103722, 29.5066399255029, 88552, 86511, 0
15.28992, 53.6894302692418, 18.6256399529748, 410736, 730879, 0
15.79951, 33.1921339953172, 30.1276199239351, 88540, 86487, 0
16.3131, 48.0456779869758, 20.8135266141176, 410724, 730855, 0
16.82138, 32.9954598247281, 30.3071999234817, 88528, 86463, 0
17.32561, 52.3043920346688, 19.1188532850629, 419264, 747935, 0
17.84729, 32.5655109528669, 30.7073332558048, 97080, 103567, 0
18.35196, 43.899530948145, 22.7792866091545, 580360, 1070127, 0
18.86548, 30.5010343917463, 32.7857732505572, 258176, 425759, 0
19.37913, 49.8149705942229, 20.074286615984, 419264, 747935, 0
19.89727, 36.5342357451937, 27.3715865975601, 96960, 103327, 0
20.42183, 46.7201664483797, 21.4040332792933, 919356, 1748119, 0
20.92845, 40.2894609753595, 24.8203866040012, 88468, 86343, 0
21.46002, 44.7211191012844, 22.3607999435444, 919428, 1748263, 0
21.96364, 38.5569917320957, 25.9356332678522, 88528, 86463, 0
22.48119, 42.3840281158689, 23.5937932737647, 919428, 1748263, 0
22.99208, 74.1840496380313, 13.479986632633, 88528, 86463, 0
23.5223, 41.8224203303804, 23.9106199396315, 927836, 1765079, 0
24.03955, 47.446027771109, 21.0765799467868, 33542, 67766, 0
24.57096, 39.3715254628779, 25.3990666025402, 1029522, 2054621, 0
25.08929, 48.5676902469278, 20.5898199480157, 355606, 711894, 0
25.59402, 40.3506416962549, 24.7827532707629, 864370, 1729422, 0
26.10181, 58.6968363187849, 17.0366932903198, 351014, 697605, 0
26.62043, 37.4660651115252, 26.6908199326122, 859994, 1715565, 0
27.12766, 46.7525958599641, 21.3891866126642, 418864, 747135, 0
27.63252, 35.9131419114985, 27.8449599296982, 859658, 1714893, 0
28.13962, 48.6061379831045, 20.5735332813902, 351014, 697605, 0
28.65631, 36.3959118170732, 27.4756132639641, 859838, 1715253, 0
29.17534, 45.0709506905771, 22.1872399439826, 351134, 697845, 0
29.68256, 36.03227915696, 27.752893263264, 859898, 1715373, 0
30.38458, 15.8244790977093, 63.1932331737858, 29010, 53597, 0
