Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5369324, 45.5208817941054, 21.9679399445363, 639642, 1023924, 0
1.043573, 44.8788987795333, 22.2821866104096, 639642, 1023924, 0
1.554081, 45.0021511028227, 22.221159943897, 640010, 1024372, 0
2.067879, 44.7837393228101, 22.3295332769567, 640010, 1024372, 0
2.830936, 14.7482720678641, 67.8045531621433, 640010, 1024372, 0
3.340374, 46.9965006405623, 21.2781799462778, 551794, 847940, 0
3.845052, 14.3542895114738, 69.665586490778, 554730, 853812, 0
4.437679, 13.7718877760081, 72.6116864833398, 554730, 853812, 0
4.957792, 44.7062975078922, 22.368213276859, 645882, 1036116, 0
5.464341, 94.5489385305834, 10.5765333066302, 184042, 112436, 0
5.975891, 91.0394704658854, 10.9842466389341, 184042, 112436, 0
6.477235, 90.7536546496727, 11.0188399721801, 184042, 112436, 0
6.981689, 88.7567137057526, 11.2667533048875, 183722, 112084, 0
7.484565, 93.5804439331486, 10.6859933063538, 183722, 112084, 0
7.994614, 83.6354431396076, 11.9566533031457, 183722, 112084, 0
8.494864, 89.5494053023994, 11.167019971806, 183722, 112084, 0
9.005779, 91.1769854700356, 10.9676799723093, 183722, 112084, 0
9.506888, 90.4399542012072, 11.0570599720836, 183722, 112084, 0
10.00943, 89.934689428537, 11.1191799719268, 183722, 112084, 0
10.50998, 89.8672301541702, 11.1275266385724, 183722, 112084, 0
11.01324, 89.2978332773734, 11.1984799717266, 183722, 112084, 0
11.52196, 85.2187508521875, 11.7345066370399, 183722, 112084, 0
12.02322, 89.4766510679038, 11.1760999717831, 183722, 112084, 0
12.5281, 83.1718874584556, 12.0232933029774, 328562, 546460, 0
13.03869, 90.0858698511421, 11.1005199719739, 254970, 455974, 0
13.54611, 91.2583060268202, 10.9579066390006, 151922, 146822, 0
14.05209, 89.8647535459134, 11.1278333052383, 151470, 148353, 0
14.55412, 89.310753193306, 11.1968599717306, 150006, 143961, 0
15.05493, 89.6025767311666, 11.160393305156, 152094, 150225, 0
15.55704, 89.5920337152741, 11.1617066384861, 276342, 519998, 0
16.06772, 90.4714285197306, 11.0532133054267, 275638, 517886, 0
16.56824, 91.1721640442513, 10.9682599723078, 276670, 518115, 0
17.07785, 92.000552003312, 10.8694999725572, 256254, 456963, 0
17.58321, 90.3302111197694, 11.070493305383, 277322, 520155, 0
18.08853, 92.945325841527, 10.7590133061694, 933520, 2491532, 0
18.59703, 93.8646321820523, 10.6536399731021, 285192, 487299, 0
19.09847, 89.8327852535291, 11.1317933052283, 465314, 1086914, 0
19.60322, 93.2355727274762, 10.7255199729207, 925978, 2467948, 0
20.10961, 91.2386004971895, 10.9602733056613, 1032874, 2786811, 0
20.60976, 85.3999164219484, 11.7096133037694, 465242, 1086770, 0
21.11405, 94.4222866811699, 10.590719973261, 260806, 473578, 0
21.61508, 89.7434593471103, 11.1428733052003, 257578, 463846, 0
22.11639, 89.3830247334747, 11.1878066384202, 391862, 866650, 0
22.61768, 89.5899468134349, 11.1619666384854, 395512, 874701, 0
23.11936, 90.181192051069, 11.0887866386702, 332858, 689618, 0
23.6201, 90.3245541881087, 11.0711866387146, 275532, 499799, 0
24.121, 83.7081131577435, 11.9462733031719, 161838, 176582, 0
24.63275, 90.0808926415921, 11.1011333053057, 179924, 230836, 0
25.13674, 88.4145676557113, 11.3103533047774, 211192, 321717, 0
25.64669, 90.958098029787, 10.994073305576, 186904, 189604, 0
26.14796, 89.9749329836708, 11.114206638606, 188688, 195080, 0
26.64939, 90.0562311107055, 11.104173305298, 187416, 193971, 0
27.15088, 89.6804684907674, 11.1506999718472, 185016, 186771, 0
27.65113, 84.6795978057823, 11.8092199701846, 186012, 189759, 0
28.15482, 88.6128369281592, 11.2850466381747, 185300, 187723, 0
28.66459, 90.1826017319869, 11.0886133053373, 185672, 188839, 0
29.16505, 90.1762585148932, 11.0893933053353, 190464, 200456, 0
29.66758, 90.1937180676657, 11.0872466386741, 187008, 190064, 0
30.16877, 91.4106305688118, 10.9396466390467, 187460, 194203, 0
30.67068, 89.7457144925568, 11.142593305201, 187416, 193971, 0
31.17236, 83.5775655526706, 11.9649333031248, 235538, 273362, 0
31.68221, 91.0121276693857, 10.9875466389258, 214194, 209330, 0
32.18356, 90.4604618428726, 11.0545533054233, 214434, 210050, 0
32.69367, 91.1509447491587, 10.9708133056347, 215102, 274150, 0
33.19868, 89.9008393741703, 11.1233666385829, 274442, 384100, 0
33.69958, 90.0180216079259, 11.1088866386194, 275914, 388516, 0
34.20081, 89.9300524052392, 11.1197533052587, 273962, 382660, 0
34.70153, 89.9133954175338, 11.1218133052535, 238658, 359708, 0
35.20257, 90.1907353671545, 11.0876133053398, 203548, 298833, 0
35.70362, 89.857647514807, 11.128713305236, 201006, 293008, 0
36.20432, 90.7582671705566, 11.0182799721815, 200666, 293018, 0
36.70917, 95.5292927839083, 10.4679933069042, 200284, 291824, 0
37.22032, 94.2137080945278, 10.6141666398685, 204348, 304016, 0
37.72446, 95.1386074371752, 10.5109799734623, 206016, 309020, 0
38.22766, 91.9509227275096, 10.875366639209, 704230, 1803662, 0
38.72824, 94.0087001918404, 10.6373133064767, 717408, 1843244, 0
39.23478, 88.5717103138214, 11.2902866381614, 713542, 1831762, 0
