Timestamp(s),FPS,RenderTime(ms),Triangles,Vertices,Distance
0.5243165, 115.322695967857, 8.67131997810702, 129054, 81440, 0
1.025003, 113.726655708472, 8.79301331113311, 70044, 49590, 0
1.528353, 125.973883094557, 7.93815331329142, 95334, 63240, 0
2.032939, 141.352212963129, 7.0745266488052, 95334, 63240, 0
2.538379, 138.208722813192, 7.23543331506562, 95334, 63240, 0
3.039693, 86.018052321914, 11.6254666373152, 3770, 11108, 0
3.551853, 81.8540934413589, 12.2168599691554, 3874, 11220, 0
4.05985, 89.2771054219772, 11.20107997172, 3874, 11220, 0
4.561407, 90.3620445677652, 11.0665933053929, 3822, 11164, 0
5.062708, 89.8396183133869, 11.1309466385637, 39650, 30980, 0
5.582402, 84.7651102285493, 11.7973066368813, 46810, 37452, 0
6.082848, 91.1475107007178, 10.971226638967, 97486, 64944, 0
6.594347, 89.3035750007144, 11.1977599717284, 97438, 64848, 0
7.097877, 88.5287931046694, 11.2957599714809, 97438, 64848, 0
7.602876, 81.7285033604036, 12.2356333024413, 95002, 62855, 0
8.110511, 83.6713656505616, 11.9515199698253, 78402, 53996, 0
8.61186, 89.0587734469486, 11.2285399716507, 95286, 63144, 0
9.113365, 89.5255147717099, 11.1699999717985, 93554, 61402, 0
9.61396, 90.148402299866, 11.0928199719933, 97338, 64696, 0
10.1153, 86.3274573110724, 11.5837999707537, 97438, 64848, 0
10.61649, 83.8677573202574, 11.9235333032293, 97438, 64848, 0
11.11726, 89.5512230010525, 11.1667933051399, 97438, 64848, 0
11.61791, 90.5573442308029, 11.0427266387865, 97438, 64848, 0
12.12372, 86.8371144142663, 11.5158133042587, 97486, 64944, 0
12.63021, 91.2205122092574, 10.9624466389891, 97390, 64752, 0
13.13191, 84.7599372550438, 11.7980266368795, 97390, 64752, 0
13.63342, 84.4657373183142, 11.8391199701091, 46858, 37548, 0
14.13654, 88.5662714839633, 11.290979971493, 13086, 19292, 0
14.63658, 79.05204997776, 12.6498933013954, 10986, 17644, 0
15.14223, 82.2847964575847, 12.1529133026502, 10982, 17684, 0
15.64883, 84.5835725168801, 11.8226266368174, 46858, 37548, 0
16.1506, 89.45696046718, 11.1785599717768, 46858, 37548, 0
16.65223, 91.8341670855325, 10.8891933058408, 46758, 37396, 0
17.15414, 83.1705039688964, 12.0234933029769, 46810, 37452, 0
17.65456, 84.1268835308165, 11.8868066366554, 3874, 11220, 0
18.15697, 89.2589366047329, 11.2033599717142, 3874, 11220, 0
18.65981, 83.6582060334298, 11.9533999698206, 3874, 11220, 0
19.16698, 90.4322662325918, 11.0579999720812, 46810, 37452, 0
19.67062, 79.1254005723404, 12.6381666347584, 46810, 37452, 0
20.17187, 89.0043968172028, 11.2353999716333, 46806, 37492, 0
20.67354, 89.3738113283093, 11.1889599717506, 97438, 64848, 0
21.17633, 91.5398839274272, 10.924199972419, 97438, 64848, 0
21.68634, 90.5867120163878, 11.0391466387955, 97438, 64848, 0
22.18746, 89.695108387569, 11.1488799718518, 97438, 64848, 0
22.68757, 90.4016363901542, 11.0617466387384, 97438, 64848, 0
23.19394, 87.4207385303991, 11.4389333044528, 97386, 64792, 0
23.70165, 84.5391909599425, 11.8288333034684, 97386, 64792, 0
24.20193, 90.3246085783087, 11.071179972048, 97438, 64848, 0
24.70443, 90.3684683930257, 11.0658066387282, 97438, 64848, 0
25.20608, 83.8278712023879, 11.9292066365483, 46754, 37436, 0
25.70889, 85.2948301097574, 11.7240399703996, 46754, 37436, 0
26.21882, 89.0303350092799, 11.2321266383083, 97438, 64848, 0
26.72042, 84.2790377806071, 11.8653466367095, 46858, 37548, 0
27.22229, 89.5563557250095, 11.1661533051415, 46858, 37548, 0
27.73368, 79.3001707068341, 12.6103133014954, 46858, 37548, 0
28.23511, 89.7865414762943, 11.1375266385471, 46858, 37548, 0
28.73672, 89.4375451659603, 11.1809866384374, 46858, 37548, 0
